"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut10201","int512","c1141","user195","values guided","What are you views on eco-friendly products ?",100
"ut10209","int515","c1142","user213","unguided","give me a rap punchline",27
"ut10217","int518","c1143","user212","values guided","Is it possible to have a relationship with God but not attend a church?",50
"ut10223","int520","c1144","user193","values guided","i want to teach my children about sustainability , how do i approach it",75
"ut10230","int523","c1145","user187","values guided","is it okay to cut family off?",1
"ut10238","int526","c1146","user204","controversy guided","which is most corrupt country",84
"ut10250","int531","c1147","user214","unguided","recommend a hotel in Pretoria, South Africa, for a family of 3.",1
"ut10258","int534","c1148","user210","controversy guided","The ANC government is corrupt.",100
"ut10263","int536","c1149","user219","values guided","Good Morning, while in class today I was shocked how heated a debate about religion can get as I'm unsure about the whole religion thing. Could you maybe give me a more objective view.",30
"ut10268","int541","c1150","user200","values guided","If royals breed with their cousins, why is this not seen as incest and why aren't they imprisoned or arrested?",100
"ut10274","int543","c1151","user208","values guided","is it unethical to steal from the rich for the poor",80
"ut10281","int546","c1152","user223","unguided","I don't think receiving present at Christmas. It looks like we are only enchaining money. What do you think?",31
"ut10292","int551","c1153","user220","values guided","What do you call a person who designs and write CVs?",100
"ut10300","int554","c1154","user212","controversy guided","Who is the best football player in the world?",50
"ut10306","int556","c1155","user218","unguided","Does zero exist if to talk of something is for it to exist?",1
"ut10316","int560","c1156","user222","unguided","is physical attraction the same as sexual attraction?",100
"ut10325","int564","c1157","user221","values guided","My question is about politics, why choose between left vs right?",94
"ut10332","int567","c1158","user195","controversy guided","Can I have a recipe of",16
"ut10340","int570","c1159","user220","controversy guided","Does the bible parallel science?",65
"ut10346","int575","c1160","user214","controversy guided","do transmen have a right to use the women's public restrooms?",14
"ut10351","int577","c1161","user193","controversy guided","i dont think its okay for schools to be teaching our chilren iuts okay for them to choose their gender and not just be proud of the one they are born with and assigned at birth",78
"ut10359","int580","c1162","user189","values guided","Which religious affliation would you choos if you had a chance",76
"ut10375","int587","c1163","user195","unguided","How are you today?",100
"ut10381","int589","c1164","user208","controversy guided","should women who falsely accuse man of rape be arrested?",91
"ut10393","int594","c1165","user187","controversy guided","Should religion be taught in a public school?",50
"ut10406","int600","c1166","user222","values guided","Why can",50
"ut10416","int604","c1167","user218","unguided","How was PI discovered?",16
"ut10422","int606","c1168","user221","controversy guided","Internet should be labelled as a base need",65
"ut10428","int608","c1169","user195","unguided","Can I have relationship advice",50
"ut10438","int618","c1170","user214","unguided","recommend a good park around Pretoria, South Africa, suitable for a nice picnic for a family of 3 with a young child.",96
"ut10444","int620","c1171","user213","values guided","why are most politicians corrupt?",18
"ut10454","int624","c1172","user219","unguided","My social media recommendations has been flooded with news of the ongoing war in Israel and Gaze with so many biased opinions going around. Can you give me just a summary of the conflict.",54
"ut10462","int627","c1173","user193","controversy guided","Stopping the manufacturing of fuel based vehicles could help the world tremendously in terms of saving the ozone layer",89
"ut10472","int631","c1174","user222","values guided","where does culture come from?",50
"ut10478","int633","c1175","user218","unguided","How can I make serious money from playing Fortnite?",80
"ut10484","int635","c1176","user221","controversy guided","Climate change?",86
"ut10490","int637","c1177","user189","controversy guided","Is witchcraft real?",86
"ut10504","int643","c1178","user224","unguided","What is the ozone layer",97
"ut10510","int645","c1179","user188","unguided","Does true love exist?",100
"ut10516","int652","c1180","user187","unguided","I need to plan a gummy bear themed party but don't know where to start.",50
"ut10530","int658","c1181","user188","controversy guided","Is money the root of all evil?",84
"ut10536","int660","c1182","user213","unguided","how to approach a girl",71
"ut10543","int663","c1183","user219","unguided","I heard from a friend quitting sugar is one of the hardest things they tried to do. Why is that when there are surely more addictive substances?",76
"ut10551","int666","c1184","user222","controversy guided","who has been the best president so far in South Africa?",100
"ut10557","int668","c1185","user188","values guided","I am a person who stands stern on their religious beliefs. Is it a good thing?",100
"ut10563","int670","c1186","user221","values guided","third world country",50
"ut10571","int673","c1187","user224","unguided","Show me top five profitable business in the world",73
"ut10576","int675","c1188","user213","values guided","how to be toxic in a relationship",7
"ut10584","int678","c1189","user219","controversy guided","One topic I feel people hold back on is morbid curiosity, why is this so prominent these days or in general within the human condition?",56
"ut10592","int683","c1190","user224","values guided","I love my family very much. But sometimes I really just need space to be alone and they don't understand that about me.",100
"ut10596","int685","c1191","user221","unguided","Importance of Sport in modern society",87
"ut10605","int689","c1192","user222","controversy guided","what do you think about south africa's economy?",100
"ut10613","int692","c1193","user213","unguided","lets play a riddle game",92
